"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","albidoflavus_J1074","albidoflavus_J1074_R2","albidoflavus_SM254","albidoflavus_UYFA156","albidoflavus_W68"
"group_717","mftR","Putative mycofactocin biosynthesis transcriptional regulator MftR","1","1","1","1","616","51","61","","602","602","602","","","albidoflavus_SM254_00011","",""
"gabD2","","Putative succinate-semialdehyde dehydrogenase [NADP(+)] 2","1","1","1","1","617","51","62","","1595","1595","1595","","","albidoflavus_SM254_00012","",""
"group_719","","hypothetical protein","1","1","1","1","618","51","63","","932","932","932","","","albidoflavus_SM254_00013","",""
"group_72","","hypothetical protein","1","1","1","1","517","1","7","","1355","1355","1355","","","","albidoflavus_UYFA156_00346",""
"sigC","","ECF RNA polymerase sigma factor SigC","1","1","1","1","619","51","64","","641","641","641","","","albidoflavus_SM254_00014","",""
"group_721","","hypothetical protein","1","1","1","1","620","51","65","","662","662","662","","","albidoflavus_SM254_00015","",""
"group_722","fecE","Fe(3+) dicitrate transport ATP-binding protein FecE","1","1","1","1","621","51","66","","848","848","848","","","albidoflavus_SM254_00016","",""
"hmuU","","Hemin transport system permease protein HmuU","1","1","1","1","622","51","67","","965","965","965","","","albidoflavus_SM254_00017","",""
"group_724","","hypothetical protein","1","1","1","1","623","51","68","","1040","1040","1040","","","albidoflavus_SM254_00018","",""
"group_725","dltA_1","D-alanine--D-alanyl carrier protein ligase","1","1","1","1","624","51","69","","4424","4424","4424","","","albidoflavus_SM254_00019","",""
"dhbB","","Isochorismatase","1","1","1","1","625","51","70","","269","269","269","","","albidoflavus_SM254_00020","",""
"group_727","","Long-chain-fatty-acid--CoA ligase FadD13","1","1","1","1","626","51","71","","1592","1592","1592","","","albidoflavus_SM254_00021","",""
"group_728","","putative protein","1","1","1","1","627","51","72","","533","533","533","","","albidoflavus_SM254_00022","",""
"group_729","","Putative dioxygenase","1","1","1","1","628","51","73","","890","890","890","","","albidoflavus_SM254_00023","",""
"acpP","","Acyl carrier protein","1","1","1","1","629","51","74","","236","236","236","","","albidoflavus_SM254_00024","",""
"fabH","","3-oxoacyl-[acyl-carrier-protein] synthase 3","1","1","1","1","630","51","75","","389","389","389","","","albidoflavus_SM254_00025","",""
"group_732","","hypothetical protein","1","1","1","1","631","51","76","","182","182","182","","","albidoflavus_SM254_00026","",""
"stp_1","","Multidrug resistance protein Stp","1","1","1","1","632","51","77","","1403","1403","1403","","","albidoflavus_SM254_00027","",""
"group_734","","hypothetical protein","1","1","1","1","633","51","78","","749","749","749","","","albidoflavus_SM254_00028","",""
"inhA","","Isonitrile hydratase","1","1","1","1","60","51","49","","557","557","557","","","albidoflavus_SM254_00031","",""
"group_736","","hypothetical protein","1","1","1","1","59","51","48","","452","452","452","","","albidoflavus_SM254_00032","",""
"ctpA","","Copper-exporting P-type ATPase","1","1","1","1","58","51","47","","2297","2297","2297","","","albidoflavus_SM254_00033","",""
"group_738","","hypothetical protein","1","1","1","1","57","51","46","","224","224","224","","","albidoflavus_SM254_00034","",""
"group_739","","hypothetical protein","1","1","1","1","54","51","43","","905","905","905","","","albidoflavus_SM254_00037","",""
"cysK2","","S-sulfocysteine synthase","1","1","1","1","53","51","42","","1022","1022","1022","","","albidoflavus_SM254_00038","",""
"group_741","","hypothetical protein","1","1","1","1","52","51","41","","1259","1259","1259","","","albidoflavus_SM254_00039","",""
"group_749","azoB","NAD(P)H azoreductase","1","1","1","1","876","51","3","","893","893","893","","","albidoflavus_SM254_00057","",""
"group_75","","hypothetical protein","1","1","1","1","138","81","1","","236","236","236","","","albidoflavus_SM254_00327","",""
"group_750","","hypothetical protein","1","1","1","1","877","51","4","","371","371","371","","","albidoflavus_SM254_00058","",""
"sigJ_1","","ECF RNA polymerase sigma factor SigJ","1","1","1","1","778","12","3","","896","896","896","","","albidoflavus_SM254_00156","",""
"group_756","","IS5 family transposase ISGeob7","1","1","1","1","731","55","39","","407","407","407","","","albidoflavus_SM254_00191","",""
"group_757","","hypothetical protein","1","1","1","1","730","55","40","","275","275","275","","","albidoflavus_SM254_00192","",""
"group_758","","hypothetical protein","1","1","1","1","728","55","42","","2180","2180","2180","","","albidoflavus_SM254_00194","",""
"group_759","","hypothetical protein","1","1","1","1","727","55","43","","848","848","848","","","albidoflavus_SM254_00195","",""
"group_76","","hypothetical protein","1","1","1","1","455","50","1","","149","149","149","","","","","albidoflavus_W68_00224"
"group_760","","hypothetical protein","1","1","1","1","726","55","44","","836","836","836","","","albidoflavus_SM254_00196","",""
"recD2","","ATP-dependent RecD-like DNA helicase","1","1","1","1","725","55","45","","3692","3692","3692","","","albidoflavus_SM254_00197","",""
"group_762","","hypothetical protein","1","1","1","1","724","55","46","","398","398","398","","","albidoflavus_SM254_00198","",""
"group_763","","hypothetical protein","1","1","1","1","723","55","47","","620","620","620","","","albidoflavus_SM254_00199","",""
"fadF","","putative iron-sulfur-binding oxidoreductase FadF","1","1","1","1","506","53","1","","2285","2285","2285","","","albidoflavus_SM254_00290","",""
"group_765","","hypothetical protein","1","1","1","1","505","53","2","","1472","1472","1472","","","albidoflavus_SM254_00291","",""
"group_766","","hypothetical protein","1","1","1","1","504","53","3","","1619","1619","1619","","","albidoflavus_SM254_00292","",""
"sigG","","ECF RNA polymerase sigma factor SigG","1","1","1","1","499","53","33","","980","980","980","","","albidoflavus_SM254_00298","",""
"group_768","","hypothetical protein","1","1","1","1","498","53","32","","215","215","215","","","albidoflavus_SM254_00299","",""
"group_769","","hypothetical protein","1","1","1","1","497","53","31","","668","668","668","","","albidoflavus_SM254_00300","",""
"group_770","","hypothetical protein","1","1","1","1","131","53","10","","3359","3359","3359","","","albidoflavus_SM254_00319","",""
"group_771","","hypothetical protein","1","1","1","1","132","53","9","","1034","1034","1034","","","albidoflavus_SM254_00320","",""
"group_772","","hypothetical protein","1","1","1","1","133","53","8","","422","422","422","","","albidoflavus_SM254_00321","",""
"ramB","","HTH-type transcriptional regulator RamB","1","1","1","1","134","53","7","","1412","1412","1412","","","albidoflavus_SM254_00322","",""
"icl","","Isocitrate lyase","1","1","1","1","135","53","6","","1283","1283","1283","","","albidoflavus_SM254_00323","",""
"group_775","aceB","Malate synthase","1","1","1","1","136","53","5","","1598","1598","1598","","","albidoflavus_SM254_00324","",""
"group_776","","hypothetical protein","1","1","1","1","137","53","4","","1016","1016","1016","","","albidoflavus_SM254_00325","",""
"group_777","","hypothetical protein","1","1","1","1","143","54","16","","824","824","824","","","albidoflavus_SM254_00380","",""
"group_778","","hypothetical protein","1","1","1","1","419","82","1","","233","233","233","","","albidoflavus_SM254_00420","",""
"group_779","","hypothetical protein","1","1","1","1","381","52","17","","1307","1307","1307","","","albidoflavus_SM254_00455","",""
"mhpA","","3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase","1","1","1","1","186","60","3","","398","398","398","","","albidoflavus_SM254_00503","",""
"mhpB","","2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase","1","1","1","1","188","60","4","","947","947","947","","","albidoflavus_SM254_00504","",""
"group_782","","hypothetical protein","1","1","1","1","974","3","1","","257","257","257","","","","albidoflavus_UYFA156_00001",""
"group_783","","hypothetical protein","1","1","1","1","975","3","2","","758","758","758","","","","albidoflavus_UYFA156_00002",""
"group_784","","hypothetical protein","1","1","1","1","976","3","3","","227","227","227","","","","albidoflavus_UYFA156_00003",""
"group_785","","hypothetical protein","1","1","1","1","977","3","4","","305","305","305","","","","albidoflavus_UYFA156_00004",""
"group_786","","hypothetical protein","1","1","1","1","978","3","5","","500","500","500","","","","albidoflavus_UYFA156_00005",""
"group_787","","NADPH oxidoreductase","1","1","1","1","979","3","6","","1010","1010","1010","","","","albidoflavus_UYFA156_00006",""
"desA3","","NADPH-dependent stearoyl-CoA 9-desaturase","1","1","1","1","980","3","7","","1118","1118","1118","","","","albidoflavus_UYFA156_00007",""
"group_789","","hypothetical protein","1","1","1","1","981","3","8","","356","356","356","","","","albidoflavus_UYFA156_00008",""
"group_79","tycC","Tyrocidine synthase 3","1","1","1","1","141","26","1","","4643","4643","4643","","","","albidoflavus_UYFA156_00253",""
"group_790","","hypothetical protein","1","1","1","1","982","3","9","","644","644","644","","","","albidoflavus_UYFA156_00009",""
"group_791","","hypothetical protein","1","1","1","1","983","3","10","","302","302","302","","","","albidoflavus_UYFA156_00010",""
"group_792","","hypothetical protein","1","1","1","1","984","3","11","","1466","1466","1466","","","","albidoflavus_UYFA156_00011",""
"group_803","","hypothetical protein","1","1","1","1","906","6","9","","188","188","188","","","","albidoflavus_UYFA156_00033",""
"group_804","","hypothetical protein","1","1","1","1","210","19","3","","410","410","410","","","","albidoflavus_UYFA156_00094",""
"group_805","","hypothetical protein","1","1","1","1","209","19","2","","335","335","335","","","","albidoflavus_UYFA156_00095",""
"group_806","","hypothetical protein","1","1","1","1","200","5","3","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","734","734","734","","","","albidoflavus_UYFA156_00112",""
"group_81","lgrD_2","Linear gramicidin synthase subunit D","1","1","1","1","140","18","1","","2084","2084","2084","","","","albidoflavus_UYFA156_00251",""
"group_818","","hypothetical protein","1","1","1","1","349","64","3","","278","278","278","","","","albidoflavus_UYFA156_00193",""
"group_822","","hypothetical protein","1","1","1","1","475","9","3","","461","461","461","","","","albidoflavus_UYFA156_00273",""
"dps","","DNA protection during starvation protein","1","1","1","1","474","9","4","","557","557","557","","","","albidoflavus_UYFA156_00274",""
"fecE","","Fe(3+) dicitrate transport ATP-binding protein FecE","1","1","1","1","64","9","5","","851","851","851","","","","albidoflavus_UYFA156_00275",""
"group_836","","hypothetical protein","1","1","1","1","95","1","61","","143","143","143","","","","albidoflavus_UYFA156_00290",""
"mshD","","Mycothiol acetyltransferase","1","1","1","1","535","1","26","","644","644","644","","","","albidoflavus_UYFA156_00327",""
"yhcR","","Endonuclease YhcR","1","1","1","1","534","1","25","","1460","1460","1460","","","","albidoflavus_UYFA156_00328",""
"group_86","","hypothetical protein","1","1","1","1","197","44","1","","776","776","776","","","","albidoflavus_UYFA156_00117",""
"araD","","L-ribulose-5-phosphate 4-epimerase AraD","1","1","1","1","533","1","24","","719","719","719","","","","albidoflavus_UYFA156_00329",""
"araA","","L-arabinose isomerase","1","1","1","1","532","1","23","","1511","1511","1511","","","","albidoflavus_UYFA156_00330",""
"araB","","Ribulokinase","1","1","1","1","531","1","22","","1715","1715","1715","","","","albidoflavus_UYFA156_00331",""
"group_863","","putative transporter","1","1","1","1","530","1","21","","1271","1271","1271","","","","albidoflavus_UYFA156_00332",""
"group_864","","hypothetical protein","1","1","1","1","529","1","20","","1313","1313","1313","","","","albidoflavus_UYFA156_00333",""
"group_865","","hypothetical protein","1","1","1","1","528","1","19","","143","143","143","","","","albidoflavus_UYFA156_00334",""
"group_866","","hypothetical protein","1","1","1","1","527","1","18","","1682","1682","1682","","","","albidoflavus_UYFA156_00335",""
"group_867","","hypothetical protein","1","1","1","1","526","1","17","","608","608","608","","","","albidoflavus_UYFA156_00336",""
"speG","","Spermidine N(1)-acetyltransferase","1","1","1","1","525","1","16","","563","563","563","","","","albidoflavus_UYFA156_00337",""
"lacI","","Lactose operon repressor","1","1","1","1","524","1","15","","1187","1187","1187","","","","albidoflavus_UYFA156_00338",""
"sbpA","","Multiple sugar-binding periplasmic protein SbpA","1","1","1","1","523","1","14","","1121","1121","1121","","","","albidoflavus_UYFA156_00339",""
"xylG","","Xylose import ATP-binding protein XylG","1","1","1","1","522","1","13","","1580","1580","1580","","","","albidoflavus_UYFA156_00340",""
"xylH","","Xylose transport system permease protein XylH","1","1","1","1","521","1","12","","1238","1238","1238","","","","albidoflavus_UYFA156_00341",""
"group_873","","hypothetical protein","1","1","1","1","520","1","11","","1301","1301","1301","","","","albidoflavus_UYFA156_00342",""
"mprB","","Signal transduction histidine-protein kinase/phosphatase MprB","1","1","1","1","519","1","10","","1493","1493","1493","","","","albidoflavus_UYFA156_00343",""
"mprA","","Response regulator MprA","1","1","1","1","518","1","9","","740","740","740","","","","albidoflavus_UYFA156_00344",""
"htrB","","Serine protease Do-like HtrB","1","1","1","1","516","1","8","","431","431","431","","","","albidoflavus_UYFA156_00345",""
"group_878","","hypothetical protein","1","1","1","1","45","10","2","","254","254","254","","","","albidoflavus_UYFA156_00369",""
"group_879","","IS5 family transposase ISBli8","1","1","1","1","39","10","3","","350","350","350","","","","albidoflavus_UYFA156_00370",""
"pikAII_1","","Narbonolide/10-deoxymethynolide synthase PikA2, modules 3 and 4","1","1","1","1","257","5","12","","10217","10217","10217","","","","albidoflavus_UYFA156_00102",""
"group_880","","hypothetical protein","1","1","1","1","40","10","4","","410","410","410","","","","albidoflavus_UYFA156_00371",""
"group_882","","hypothetical protein","1","1","1","1","678","21","1","","488","488","488","","","","albidoflavus_UYFA156_00406",""
"group_887","","hypothetical protein","1","1","1","1","26","27","1","","254","254","254","","","","albidoflavus_UYFA156_00451",""
"group_889","","hypothetical protein","1","1","1","1","839","11","5","","446","446","446","","","","albidoflavus_UYFA156_00505",""
"group_891","","hypothetical protein","1","1","1","1","1024","2","12","","923","923","923","","","","albidoflavus_UYFA156_00524",""
"group_893","","hypothetical protein","1","1","1","1","875","51","7","","434","434","434","","","","albidoflavus_UYFA156_00552",""
"group_894","","hypothetical protein","1","1","1","1","897","51","13","","1091","1091","1091","","","","albidoflavus_UYFA156_00557",""
"group_897","","hypothetical protein","1","1","1","1","886","51","2","","245","245","245","","","","albidoflavus_UYFA156_00568",""
